FCode,FName,F_category,servings,Kcal,Kcal_per_100
R000803,"방울다다기양배추, 생것",채소류,100.0,49.0,49.0
R000804,"방울다다기양배추, 데친것",채소류,100.0,49.0,49.0
R000805,"배암차즈기(곰보배추), 잎, 생것",채소류,100.0,25.0,25.0
R000806,"배초향, 잎, 생것",채소류,100.0,55.0,55.0
R000807,"배추, 생것",채소류,100.0,12.0,12.0
R000808,"배추, 데친것",채소류,100.0,17.0,17.0
R000809,"배추, 봄 재배, 생것",채소류,100.0,13.0,13.0
R000810,"배추, 봄 재배, 삶은것",채소류,100.0,14.0,14.0
R000811,"배추, 봄 재배, 염절임",채소류,100.0,15.0,15.0
R000812,"배추, 여름 재배, 생것",채소류,100.0,17.0,17.0
R000813,"배추, 여름 재배, 삶은것",채소류,100.0,17.0,17.0
R000814,"배추, 여름 재배, 염절임",채소류,100.0,17.0,17.0
R000815,"배추, 가을 재배, 생것",채소류,100.0,15.0,15.0
R000816,"배추, 가을 재배, 삶은것",채소류,100.0,14.0,14.0
R000817,"배추, 가을 재배, 염절임",채소류,100.0,18.0,18.0
R000818,"배추, 싹, 생것",채소류,100.0,63.0,63.0
R000819,"배추, 노랑봄배추(노지), 생것",채소류,100.0,13.0,13.0
R000820,"배추, 노랑봄배추(노지), 데친것",채소류,100.0,17.0,17.0
R000821,"배추, 노랑봄배추(노지), 염절임",채소류,100.0,16.0,16.0
R000822,"배추, 노랑봄배추(하우스), 생것",채소류,100.0,12.0,12.0
R000823,"배추, 노랑봄배추(하우스), 데친것",채소류,100.0,15.0,15.0
R000824,"배추, 노랑봄배추(하우스), 염절임",채소류,100.0,15.0,15.0
R000825,"배추, 봄동, 생것",채소류,100.0,23.0,23.0
R000826,"배추, 봄동, 데친것",채소류,100.0,22.0,22.0
R000827,"배추, 불암 3호(노지), 생것",채소류,100.0,23.0,23.0
R000828,"배추, 불암 3호(노지), 데친것",채소류,100.0,33.0,33.0
R000829,"배추, 불암 3호(노지), 염절임",채소류,100.0,30.0,30.0
R000830,"배추, 불암 3호(하우스), 생것",채소류,100.0,13.0,13.0
R000831,"배추, 불암 3호(하우스), 데친것",채소류,100.0,18.0,18.0
R000832,"배추, 불암 3호(하우스), 염절임",채소류,100.0,18.0,18.0
R000833,"배추, 여름배추, 생것",채소류,100.0,10.0,10.0
R000834,"배추, 여름배추, 데친것",채소류,100.0,12.0,12.0
R000835,"배추, 여름배추, 염절임",채소류,100.0,11.0,11.0
R000836,"배추, 유기재배, 생것",채소류,100.0,14.0,14.0
R000837,"백모근, 생것",채소류,100.0,138.0,138.0
R000838,"백모근, 뿌리, 말린것",채소류,100.0,337.0,337.0
R000839,"백모근, 잎, 말린것",채소류,100.0,314.0,314.0
R000840,"백합, 뿌리, 생것",채소류,100.0,118.0,118.0
R000841,"버드장이, 생것",채소류,100.0,38.0,38.0
R000842,"보리, 순, 가루 ",채소류,100.0,314.0,314.0
R000843,"보리, 쌀보리, 순, 생것",채소류,100.0,24.0,24.0
R000844,"보리, 올보리, 순, 생것",채소류,100.0,66.0,66.0
R000845,"보리, 큰알보리, 순, 생것",채소류,100.0,24.0,24.0
R000846,"보리, 큰알보리, 순, 동결건조",채소류,100.0,283.0,283.0
R000847,"뽕잎, 삶아서 말린것",채소류,100.0,279.0,279.0
R000848,"뽕잎, 삶아서 말린것, 삶은것",채소류,100.0,51.0,51.0
R000849,"뽕잎, 삶은것",채소류,100.0,48.0,48.0
R000850,"뽕잎, 생것",채소류,100.0,65.0,65.0
R000851,"부지갱이(섬쑥부쟁이), 생것",채소류,100.0,30.0,30.0
R000852,"부지갱이(섬쑥부쟁이), 말린것",채소류,100.0,258.0,258.0
R000853,"부지갱이(섬쑥부쟁이), 삶아서 말린것",채소류,100.0,296.0,296.0
R000854,"부지갱이(섬쑥부쟁이), 삶아서 말린것, 삶은것",채소류,100.0,48.0,48.0
R000855,"부지갱이(섬쑥부쟁이), 데친것",채소류,100.0,33.0,33.0
R000856,"부추, 두메부추, 생것",채소류,100.0,46.0,46.0
R000857,"부추, 산부추, 생것",채소류,100.0,41.0,41.0
R000858,"부추, 재래종, 생것",채소류,100.0,22.0,22.0
R000859,"부추, 재래종, 데친것",채소류,100.0,20.0,20.0
R000860,"부추, 호부추, 생것",채소류,100.0,30.0,30.0
R000861,"부추, 호부추, 데친것",채소류,100.0,32.0,32.0
R000862,"브로콜리, 생것",채소류,100.0,32.0,32.0
R000863,"브로콜리, 가루 ",채소류,100.0,284.0,284.0
R000864,"브로콜리, 삶은것",채소류,100.0,27.0,27.0
R000865,"브로콜리, 데친것",채소류,100.0,28.0,28.0
R000866,"브로콜리, 싹, 생것",채소류,100.0,31.0,31.0
R000867,"브로콜리, 잎, 생것",채소류,100.0,38.0,38.0
R000868,"브로콜리, 잎, 말린것",채소류,100.0,258.0,258.0
R000869,"브로콜리, 잎, 삶아서 말린것",채소류,100.0,271.0,271.0
R000870,"비름, 생것",채소류,100.0,23.0,23.0
R000871,"비름, 데친것",채소류,100.0,27.0,27.0
R000872,"비타민채(다채), 생것",채소류,100.0,14.0,14.0
R000873,"비타민채, 싹, 생것",채소류,100.0,54.0,54.0
R000874,"비트, 뿌리, 생것",채소류,100.0,26.0,26.0
R000875,"비트, 뿌리, 데친것",채소류,100.0,23.0,23.0
R000876,"비트, 잎, 생것",채소류,100.0,16.0,16.0
R000877,"비트, 잎, 데친것",채소류,100.0,15.0,15.0
R000879,"비트 피클, 뿌리, 통조림",채소류,100.0,65.0,65.0
R000880,"사탕무, 생것",채소류,100.0,77.0,77.0
R000881,"사탕수수, 생것",채소류,100.0,77.0,77.0
R000882,"산마늘(명이나물), 생것",채소류,100.0,36.0,36.0
R000883,"산마늘(명이나물), 데친것",채소류,100.0,37.0,37.0
R000884,"삼나물, 말린것",채소류,100.0,293.0,293.0
R000885,"삼붕냐와, 생것",채소류,100.0,27.0,27.0
R000886,"삼채, 생것",채소류,100.0,23.0,23.0
R000887,"삼채, 데친것",채소류,100.0,28.0,28.0
R000888,"삼채, 뿌리, 생것",채소류,100.0,49.0,49.0
R000889,"삼채, 잎, 생것",채소류,100.0,24.0,24.0
R000890,"삼채, 줄기, 생것",채소류,100.0,19.0,19.0
R000891,"삽주나물, 생것",채소류,100.0,52.0,52.0
R000892,"상추, 뚝섬적출면, 생것",채소류,100.0,14.0,14.0
R000893,"상추, 로메인, 생것",채소류,100.0,29.0,29.0
R000894,"상추, 로메인, 청상추, 생것",채소류,100.0,23.0,23.0
R000895,"상추, 로메인, 적상추, 생것",채소류,100.0,17.0,17.0
R000896,"상추, 롤로로사, 생것",채소류,100.0,20.0,20.0
R000897,"상추, 아담, 생것",채소류,100.0,9.0,9.0
R000898,"상추, 아시아아이스퀸(청코스), 생것",채소류,100.0,24.0,24.0
R000899,"상추, 유레이크, 생것",채소류,100.0,16.0,16.0
R000900,"상추, 적상추, 생것",채소류,100.0,18.0,18.0
R000901,"상추, 적하계, 생것",채소류,100.0,19.0,19.0
R000902,"상추, 천상, 생것",채소류,100.0,17.0,17.0
R000903,"상추, 풍성, 생것",채소류,100.0,10.0,10.0
R000904,"상추, 반결구상추, 청상추, 생것",채소류,100.0,16.0,16.0
R000905,"상추, 완전결구상추, 청상추, 생것",채소류,100.0,14.0,14.0
R000906,"상추, 축면상추, 적상추, 생것",채소류,100.0,15.0,15.0
R000907,"상추, 치마상추, 청상추, 생것",채소류,100.0,20.0,20.0
R000908,"상추, 치마상추, 적상추, 생것",채소류,100.0,23.0,23.0
R000909,"생강, 뿌리줄기, 생것",채소류,100.0,42.0,42.0
R000910,"생강, 중국산, 뿌리줄기, 생것",채소류,100.0,38.0,38.0
R000911,"생강 피클, 초절임",채소류,100.0,19.0,19.0
R000912,"선인장, 보검선인장, 꽃, 생것",채소류,100.0,51.0,51.0
R000913,"선인장, 보검선인장, 열매, 생것",채소류,100.0,83.0,83.0
R000914,"선인장, 보검선인장, 줄기, 생것",채소류,100.0,34.0,34.0
R000915,"선인장, 저단선인장, 열매, 생것",채소류,100.0,91.0,91.0
R000916,"선인장, 저단선인장, 줄기, 생것",채소류,100.0,75.0,75.0
R000917,"섬초롱, 생것",채소류,100.0,41.0,41.0
R000918,"섬초롱, 데친것",채소류,100.0,34.0,34.0
R000919,"세발나물, 생것",채소류,100.0,18.0,18.0
R000920,"세발나물, 데친것",채소류,100.0,23.0,23.0
R000921,"셀러리, 생것",채소류,100.0,17.0,17.0
R000922,"셀러리, 데친것",채소류,100.0,17.0,17.0
R000923,"소리쟁이, 뿌리, 말린것",채소류,100.0,317.0,317.0
R000924,"소리쟁이, 잎, 말린것",채소류,100.0,259.0,259.0
R000925,"솔장다리, 생것",채소류,100.0,31.0,31.0
R000926,"쇠귀나물, 뿌리, 생것",채소류,100.0,126.0,126.0
R000927,"쇠귀나물, 뿌리, 데친것",채소류,100.0,128.0,128.0
R000928,"수리취(떡취), 생것",채소류,100.0,64.0,64.0
R000929,"숙주나물, 생것",채소류,100.0,13.0,13.0
R000930,"숙주나물, 데친것",채소류,100.0,12.0,12.0
R000931,"숙주나물, 찐것",채소류,100.0,16.0,16.0
R000932,"순무, 전체, 생것",채소류,100.0,27.0,27.0
R000933,"순무, 전체, 데친것",채소류,100.0,28.0,28.0
R000934,"순무, 뿌리, 생것",채소류,100.0,30.0,30.0
R000935,"순무, 뿌리, 데친것",채소류,100.0,33.0,33.0
R000936,"순무, 염절임",채소류,100.0,23.0,23.0
R000937,"순무, 잎, 생것",채소류,100.0,21.0,21.0
R000938,"순무, 잎, 데친것",채소류,100.0,20.0,20.0
R000939,"순무, 잎, 염절임",채소류,100.0,29.0,29.0
R000940,"스테비아, 생것",채소류,100.0,40.0,40.0
R000941,"스테비아, 말린것",채소류,100.0,303.0,303.0
R000942,"시금치, 생것",채소류,100.0,33.0,33.0
R000943,"시금치, 데친것",채소류,100.0,23.0,23.0
R000944,"시금치, 노지, 생것",채소류,100.0,29.0,29.0
R000945,"시금치, 노지, 데친것",채소류,100.0,37.0,37.0
R000946,"시금치, 포항초, 생것",채소류,100.0,35.0,35.0
R000947,"시금치, 포항초, 데친것",채소류,100.0,34.0,34.0
R000948,"시금치, 하우스, 생것",채소류,100.0,27.0,27.0
R000949,"시금치, 하우스, 데친것",채소류,100.0,32.0,32.0
R000950,"시금치, 섬초, 생것",채소류,100.0,24.0,24.0
R000951,"시금치, 섬초, 데친것",채소류,100.0,32.0,32.0
R000952,"신선초(명일엽), 생것",채소류,100.0,24.0,24.0
R000953,"쌈추, 생것",채소류,100.0,25.0,25.0
R000954,"쌈추, 싸미나, 생것",채소류,100.0,20.0,20.0
R000955,"쌈추, 홍쌈추, 생것",채소류,100.0,24.0,24.0
R000956,"쑥, 생것",채소류,100.0,37.0,37.0
R000957,"쑥, 말린것",채소류,100.0,272.0,272.0
R000958,"쑥, 데친것",채소류,100.0,39.0,39.0
R000959,"쑥, 사자발쑥, 생것",채소류,100.0,56.0,56.0
R000960,"쑥, 사자발쑥, 데친것",채소류,100.0,55.0,55.0
R000961,"쑥갓, 생것",채소류,100.0,15.0,15.0
R000962,"쑥갓, 데친것",채소류,100.0,21.0,21.0
R000963,"쑥부쟁이, 생것",채소류,100.0,26.0,26.0
R000964,"씀바귀, 생것",채소류,100.0,43.0,43.0
R000965,"씀바귀, 데친것",채소류,100.0,31.0,31.0
R000966,"씀바귀, 뿌리, 생것",채소류,100.0,71.0,71.0
R000967,"아스파라거스, 생것",채소류,100.0,17.0,17.0
R000968,"아스파라거스, 데친것",채소류,100.0,17.0,17.0
R000969,"아스파라거스, 통조림",채소류,100.0,14.0,14.0
R000971,"아스파라거스, 하얀색, 생것",채소류,100.0,21.0,21.0
R000972,"아욱, 생것",채소류,100.0,37.0,37.0
R000973,"아욱, 데친것",채소류,100.0,31.0,31.0
R000974,"아이비카, 닥풀, 말린것",채소류,100.0,260.0,260.0
R000975,"아주까리, 순, 말린것",채소류,100.0,287.0,287.0
R000976,"아주까리, 잎, 생것",채소류,100.0,82.0,82.0
R000977,"아티초크, 생것",채소류,100.0,47.0,47.0
R000978,"아티초크, 삶은것",채소류,100.0,53.0,53.0
R000979,"아티초크, 냉동",채소류,100.0,38.0,38.0
R000980,"아티초크, 냉동, 삶은것",채소류,100.0,45.0,45.0
R000981,"알로에, 과육, 생것",채소류,100.0,3.0,3.0
R000982,알로에 음료,채소류,100.0,40.0,40.0
R000983,"알팔파, 싹, 생것",채소류,100.0,21.0,21.0
R000984,"양배추, 생것",채소류,100.0,33.0,33.0
R000985,"양배추, 데친것",채소류,100.0,32.0,32.0
R000986,"양배추, 찐것",채소류,100.0,32.0,32.0
R000987,"양배추, 적양배추, 생것",채소류,100.0,41.0,41.0
R000988,"양배추, 적양배추, 싹, 생것",채소류,100.0,39.0,39.0
R000989,"양배추 샐러드, 코울슬로",채소류,100.0,153.0,153.0
R000990,"양상추, 생것",채소류,100.0,18.0,18.0
R000991,"양상추, 적양상추, 생것",채소류,100.0,18.0,18.0
R000992,"양파, 생것",채소류,100.0,27.0,27.0
R000993,"양파, 말린것",채소류,100.0,340.0,340.0
R000994,"양파, 데친것",채소류,100.0,27.0,27.0
R000995,"양파, 중국산, 생것",채소류,100.0,30.0,30.0
R000996,"양파, 자색 양파, 생것",채소류,100.0,30.0,30.0
R000997,"양파, 레드프라임, 생것",채소류,100.0,37.0,37.0
R000998,"양파, 썬파워, 생것",채소류,100.0,32.0,32.0
R000999,"양파, 샬롯, 생것",채소류,100.0,80.0,80.0
R001000,"양파링, 튀김옷, 냉동",채소류,100.0,258.0,258.0
R001001,"양파링, 튀김옷, 튀긴것(튀김옷)",채소류,100.0,411.0,411.0
R001002,양파 장아찌,채소류,100.0,79.0,79.0
R001003,"양하, 생것",채소류,100.0,13.0,13.0
R001004,"어수리, 생것",채소류,100.0,31.0,31.0
R001005,"어수리, 잎, 생것",채소류,100.0,45.0,45.0
R001006,"얼갈이배추, 생것",채소류,100.0,14.0,14.0
R001007,"얼갈이배추, 데친것",채소류,100.0,14.0,14.0
R001008,"얼갈이배추, 염절임",채소류,100.0,15.0,15.0
R001009,"얼레지, 뿌리, 말린것",채소류,100.0,339.0,339.0
R001010,"음나무(엄나무, 개두릅), 잎, 생것",채소류,100.0,41.0,41.0
R001011,"음나무(엄나무, 개두릅), 잎, 데친것",채소류,100.0,37.0,37.0
R001012,"엉겅퀴, 말린것",채소류,100.0,267.0,267.0
R001013,"엉겅퀴, 삶아서 말린것",채소류,100.0,279.0,279.0
R001014,"여주(고야), 생것",채소류,100.0,22.0,22.0
R001015,"연근, 생것",채소류,100.0,75.0,75.0
R001016,"연근, 데친것",채소류,100.0,62.0,62.0
R001017,연근 조림,채소류,100.0,261.0,261.0
R001018,"열대비름(아마란스), 잎, 생것",채소류,100.0,45.0,45.0
R001019,"열무, 생것",채소류,100.0,14.0,14.0
R001020,"열무, 데친것",채소류,100.0,19.0,19.0
R001021,"염교(락교), 뿌리줄기, 생것",채소류,100.0,118.0,118.0
R001022,"염교(락교) 장아찌, 초절임",채소류,100.0,93.0,93.0
R001023,"영아자, 생것",채소류,100.0,34.0,34.0
R001024,"영아자, 말린것",채소류,100.0,278.0,278.0
R001025,"영아자, 데친것",채소류,100.0,36.0,36.0
R001026,"오이, 개량종, 생것",채소류,100.0,14.0,14.0
R001027,"오이, 겨울살이청장, 생것",채소류,100.0,13.0,13.0
R001028,"오이, 늙은오이, 생것",채소류,100.0,9.0,9.0
R001029,"오이, 취청, 생것",채소류,100.0,13.0,13.0
R001030,"오이 피클, 초절임",채소류,100.0,91.0,91.0
R001031,"오이지, 염절임",채소류,100.0,10.0,10.0
R001032,"오크라, 생것",채소류,100.0,30.0,30.0
R001033,"오크라, 데친것",채소류,100.0,33.0,33.0
R001034,"옥수수, 순, 생것",채소류,100.0,40.0,40.0
R001035,"왕호장잎, 생것",채소류,100.0,79.0,79.0
R001036,"우엉, 생것",채소류,100.0,69.0,69.0
R001037,"우엉, 데친것",채소류,100.0,52.0,52.0
R001038,"우엉조림, 장조림",채소류,100.0,149.0,149.0
R001039,"울금, 뿌리줄기, 생것",채소류,100.0,87.0,87.0
R001040,"울외장아찌, 염절임",채소류,100.0,67.0,67.0
R001041,"원추리, 생것",채소류,100.0,35.0,35.0
R001042,"원추리, 데친것",채소류,100.0,28.0,28.0
R001043,"유채, 싹, 생것",채소류,100.0,78.0,78.0
R001044,"유채, 잎, 생것",채소류,100.0,31.0,31.0
R001045,"유채, 잎, 데친것",채소류,100.0,27.0,27.0
R001046,"유채, 동채, 생것",채소류,100.0,29.0,29.0
R001047,"유채, 동채, 데친것",채소류,100.0,30.0,30.0
R001048,"유채, 서양종, 잎줄기, 생것",채소류,100.0,35.0,35.0
R001049,"유채, 서양종, 잎줄기, 데친것",채소류,100.0,31.0,31.0
R001050,"잇꽃(홍화), 잎, 생것",채소류,100.0,45.0,45.0
R001051,"비비추(이밥추), 생것",채소류,100.0,48.0,48.0
R001052,"자운영, 생것",채소류,100.0,40.0,40.0
R001053,"잔대, 뿌리, 생것",채소류,100.0,79.0,79.0
R001054,"잔대, 순, 생것",채소류,100.0,55.0,55.0
R001055,"적하수오잎, 잎, 생것",채소류,100.0,35.0,35.0
R001056,"전호, 생것",채소류,100.0,23.0,23.0
R001057,"제비쑥, 생것",채소류,100.0,35.0,35.0
R001058,"조뱅이, 생것",채소류,100.0,47.0,47.0
R001059,"좀홍당무, 뿌리, 생것",채소류,100.0,18.0,18.0
R001060,"죽순, 순, 생것",채소류,100.0,24.0,24.0
R001061,"죽순, 순, 삶아서 말린것",채소류,100.0,314.0,314.0
R001062,"죽순, 순, 삶은것",채소류,100.0,19.0,19.0
R001063,"죽순, 순, 데친것",채소류,100.0,30.0,30.0
R001064,"죽순, 순, 통조림",채소류,100.0,16.0,16.0
R001065,"줄나물, 말린것",채소류,100.0,236.0,236.0
R001066,"진달래꽃, 생것",채소류,100.0,26.0,26.0
R001067,"질경이, 생것",채소류,100.0,48.0,48.0
R001068,"질경이, 데친것",채소류,100.0,45.0,45.0
R001069,"참나물, 야생, 생것",채소류,100.0,39.0,39.0
R001070,"참나물, 야생, 말린것",채소류,100.0,309.0,309.0
R001071,"참나물, 재배, 생것",채소류,100.0,20.0,20.0
R001072,"참나물, 재배, 말린것",채소류,100.0,308.0,308.0
R001073,"참나물, 재배, 데친것",채소류,100.0,22.0,22.0
R001074,"참반디, 말린것",채소류,100.0,288.0,288.0
R001075,"참빗살나무, 잎, 생것",채소류,100.0,61.0,61.0
R001076,"참죽나물, 생것",채소류,100.0,46.0,46.0
R001077,"참죽나물, 말린것",채소류,100.0,280.0,280.0
R001078,"참죽나물, 삶아서 말린것",채소류,100.0,269.0,269.0
R001079,"참죽나물, 삶아서 말린것, 삶은것",채소류,100.0,52.0,52.0
R001080,"참죽나물, 데친것",채소류,100.0,44.0,44.0
R001081,"청경채, 생것",채소류,100.0,10.0,10.0
R001082,"청경채, 데친것",채소류,100.0,11.0,11.0
R001083,"초석잠, 뿌리, 생것",채소류,100.0,76.0,76.0
R001084,"총각무, 생것",채소류,100.0,22.0,22.0
R001085,"총각무, 뿌리, 생것",채소류,100.0,30.0,30.0
R001086,"총각무, 잎, 생것",채소류,100.0,24.0,24.0
R001087,"취나물, 개미취, 생것",채소류,100.0,53.0,53.0
R001088,"취나물, 미역취, 생것",채소류,100.0,48.0,48.0
R001089,"취나물, 참취, 생것",채소류,100.0,51.0,51.0
R001090,"취나물, 참취, 말린것",채소류,100.0,265.0,265.0
R001091,"취나물, 참취, 말린것, 삶은것",채소류,100.0,55.0,55.0
R001092,"취나물, 참취, 삶아서 말린것",채소류,100.0,299.0,299.0
R001093,"취나물, 참취, 삶아서 말린것, 데친것",채소류,100.0,49.0,49.0
R001094,"취나물, 참취, 데친것",채소류,100.0,49.0,49.0
R001095,"치커리, 치콘, 생것",채소류,100.0,14.0,14.0
R001096,"치커리, 뿌리, 생것",채소류,100.0,72.0,72.0
R001097,"치커리, 잎, 생것",채소류,100.0,16.0,16.0
R001098,"치커리, 적치커리, 잎, 생것",채소류,100.0,25.0,25.0
R001099,"칠면초, 생것",채소류,100.0,27.0,27.0
R001100,"케일, 생것",채소류,100.0,26.0,26.0
R001101,"케일, 꽃케일, 생것",채소류,100.0,33.0,33.0
R001102,"케일, 로얄채, 생것",채소류,100.0,49.0,49.0
R001103,"케일, 쌈채소, 생것",채소류,100.0,27.0,27.0
R001104,"케일, 적꽃케일, 생것",채소류,100.0,31.0,31.0
R001105,"케일, 하우스, 생것",채소류,100.0,22.0,22.0
R001106,"콜라비, 생것",채소류,100.0,22.0,22.0
R001107,"콜라비, 데친것",채소류,100.0,21.0,21.0
R001108,"콩나물, 생것",채소류,100.0,36.0,36.0
R001109,"콩나물, 말린것",채소류,100.0,406.0,406.0
